longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,bedroom_ratio,household_rooms
-117.96,33.72,23.0,8.276394704863307,6.327936783729195,7.527793987721444,6.289715570908998,6.8645,318200.0,1,0,0,0,0,0.764576486427215,1.3158615221239953
-122.63,38.5,19.0,7.653494909661253,5.808142489980444,6.774223886357614,5.834810737062605,5.7819,265600.0,1,0,0,0,0,0.7588876138989311,1.3116954867184298
-117.97,34.05,34.0,7.62608275807238,6.206575926724928,7.513709247839705,6.144185634125646,2.8333,155700.0,1,0,0,0,0,0.8138616015089959,1.2411869061566232
-121.8,39.64,25.0,7.697575346802343,6.0473721790462776,7.01211529430638,6.0014148779611505,2.8306,87500.0,0,1,0,0,0,0.7856203942918756,1.282626764410166
-118.19,35.05,14.0,8.0040315078527,6.352629396319567,7.397561535524052,6.267200548541362,3.7452,83200.0,0,1,0,0,0,0.7936787092963148,1.2771302666731432
-117.84,33.81,26.0,8.62604759632832,6.933423025730715,7.866338923046544,6.8966943316227125,4.0324,244900.0,1,0,0,0,0,0.8037775062453781,1.250751038330955
-118.26,33.95,44.0,7.322510433997394,5.91350300563827,6.9930151229329605,5.84354441703136,1.2969,94400.0,1,0,0,0,0,0.8075786383564167,1.253093997652435
-117.04,32.83,8.0,7.698936199813447,5.855071922202427,6.656726524178391,5.834810737062605,6.0266,177400.0,1,0,0,0,0,0.7605040190285381,1.3194834497218486
-121.94,37.73,22.0,8.812843433517195,6.974478911025045,7.952966790923131,6.902742737158593,6.1265,260300.0,1,0,0,0,0,0.7913993892708405,1.2767161937060492
-117.55,33.88,19.0,7.813187267521416,6.428105272684596,7.670428522190693,6.415096959171596,2.2372,108800.0,0,1,0,0,0,0.8227250995769092,1.2179375178969019
-122.05,37.97,16.0,4.110873864173311,2.3978952727983707,4.189654742026425,2.995732273553991,6.1359,250000.0,0,0,0,1,0,0.5833054849228712,1.3722434078851682
-118.2,34.13,50.0,7.982757702011113,6.3784261836515865,7.566311014772463,6.354370040797351,3.3438,173600.0,1,0,0,0,0,0.7990254022171632,1.2562626429935502
-124.16,40.6,39.0,7.187657164114956,5.648974238161206,6.466144724237619,5.680172609017068,2.4519,85100.0,0,0,0,0,1,0.7859270565051757,1.2653941453653734
-124.0,40.22,16.0,7.644440761556566,6.284134161070802,6.705639094860003,5.7899601708972535,1.319,70700.0,1,0,0,0,0,0.8220528299039658,1.3202924607289532
-118.3,33.98,48.0,7.606387389772652,6.100318952020064,7.097548850614793,6.003887067106539,1.6611,95800.0,1,0,0,0,0,0.8019995090208516,1.266910470625892
-122.22,37.47,35.0,5.908082938168931,4.736198448394496,5.988961416889864,4.700480365792417,2.5,166700.0,0,0,0,0,1,0.8016472513946067,1.2569104598680596
-115.53,32.97,35.0,7.367708572374371,5.831882477283517,6.839476438228843,5.765191102784844,2.4063,70700.0,0,1,0,0,0,0.7915463023538256,1.2779643278113435
-120.97,37.69,15.0,8.310414994188292,6.7357800142423265,7.594381242551817,6.523562306149512,3.072,114300.0,0,1,0,0,0,0.8105227018088564,1.2739075070003367
-117.79,33.71,16.0,8.754634047431272,6.760414691083428,8.049746290952191,6.716594773520978,7.1069,313400.0,1,0,0,0,0,0.7722098553128014,1.3034334127086116
-120.65,37.33,25.0,7.4570320891223805,5.7430031878094825,6.698268054115413,5.58724865840025,4.1058,107600.0,0,1,0,0,0,0.7701459668098837,1.3346519092023892
-118.12,34.14,52.0,7.757051142032013,5.8664680569332965,6.889591308354466,5.796057750765372,5.8692,490400.0,1,0,0,0,0,0.7562755420220852,1.338332272656823
-117.94,33.77,32.0,6.5722825426940075,4.962844630259907,6.484635235635252,5.043425116919247,4.5052,170800.0,1,0,0,0,0,0.7551173580899666,1.3031387182979841
-117.07,33.11,31.0,7.628517626575055,6.161207321695077,7.190676034332207,6.059123195581797,3.0915,139900.0,1,0,0,0,0,0.807654595990132,1.2590134546426837
-121.9,37.3,52.0,7.362645270417825,5.652489180268651,6.4457198193855785,5.652489180268651,5.6437,312000.0,1,0,0,0,0,0.7677253178255967,1.3025492018841678
-118.29,33.75,37.0,7.1853870155804165,5.680172609017068,6.642486801367256,5.655991810819852,2.7031,218900.0,0,0,0,0,1,0.7905172813517879,1.270402655434339
-121.32,38.7,16.0,7.995306620290822,6.361302477572996,7.2196420401307355,6.175867270105761,3.2444,118400.0,0,1,0,0,0,0.7956295836646237,1.2946046717992212
-121.27,37.88,43.0,6.876264611890766,5.521460917862246,6.499787040655854,5.484796933490655,1.6458,83600.0,0,1,0,0,0,0.8029738861873161,1.2536953865882776
-122.28,41.38,15.0,8.569216219483389,6.939253946041508,7.672292455628756,6.786716950605081,2.8036,110100.0,0,1,0,0,0,0.8097886397432803,1.2626452940135342
-117.29,35.54,35.0,8.977525200965243,7.400620577371135,8.140898460607852,7.1929342212158,3.4145,40400.0,0,1,0,0,0,0.8243497413491456,1.2481033365334737
-122.46,37.98,10.0,7.189922170745808,5.247024072160486,6.059123195581797,5.093750200806762,12.0933,500001.0,0,0,0,1,0,0.7297748080653027,1.4115184073233602
-122.35,37.94,34.0,7.53955882930103,6.131226489483141,7.214504414151143,6.0473721790462776,1.6571,105200.0,0,0,0,1,0,0.8132075932155766,1.246749597358184
-118.05,33.96,37.0,7.872073979866873,6.481577129276431,7.929846429742503,6.4692503167957724,2.9714,160300.0,1,0,0,0,0,0.8233633405698815,1.216844857499025
-122.39,37.8,25.0,8.425516402844334,7.29641326877392,7.330405211844402,7.064759027791802,4.5581,500001.0,0,0,0,1,0,0.8659900378700532,1.1926120013010348
-118.14,33.76,44.0,7.3987862754199485,6.285998094508865,6.60934924316738,6.2422232654551655,3.385,408300.0,0,0,0,0,1,0.8495985504260396,1.1852806221086758
-117.94,33.81,24.0,8.434463543817241,7.0317412587631285,8.007700012884026,6.922643891475888,3.6771,172200.0,1,0,0,0,0,0.8336915824264416,1.2183876097112136
-117.83,33.82,23.0,7.00397413672268,5.655991810819852,6.846943139585379,5.5909869805108565,3.6953,150000.0,1,0,0,0,0,0.8075403621445154,1.2527258892101223
-118.2,33.99,33.0,7.034387929915503,5.929589143389895,7.38770923908104,5.872117789475416,2.1468,141700.0,1,0,0,0,0,0.842943153330061,1.1979303178357936
-118.26,34.08,50.0,7.491087593534876,6.493753839851686,7.688913336864796,6.516193076042964,1.7945,166700.0,1,0,0,0,0,0.8668639578391887,1.149611054509135
-122.11,37.36,34.0,7.362645270417825,5.214935757608986,6.238324625039508,5.198497031265826,13.1867,500001.0,0,0,0,1,0,0.7082964839501281,1.4163026786657666
-118.33,33.98,38.0,8.027476530860483,6.680854678790215,7.675081857716334,6.582025138892826,1.8472,149100.0,1,0,0,0,0,0.8322484224160142,1.2196058753143564
-118.02,33.96,36.0,7.6362696033793735,5.988961416889864,6.8966943316227125,6.003887067106539,4.6226,219700.0,1,0,0,0,0,0.7842784144550755,1.2718876151445553
-117.39,33.93,26.0,8.011355109161286,6.20455776256869,7.513709247839705,6.186208623900494,4.8333,127900.0,0,1,0,0,0,0.7744704457643558,1.2950347452249373
-117.24,34.59,4.0,8.522777569710138,6.682108597449809,7.533693709848633,6.532334292222349,3.5507,186100.0,0,1,0,0,0,0.7840294484743979,1.304706279324634
-119.06,34.35,34.0,7.794411205726601,6.472346294500901,7.6577552711348655,6.448889394146858,2.0682,158300.0,1,0,0,0,0,0.8303829659058312,1.2086439585707527
-121.76,37.68,35.0,7.5310163320779155,5.8805329864007,7.081708586105575,5.857933154483459,4.2361,177500.0,0,1,0,0,0,0.7808418846939583,1.2856098104011202
-117.27,33.77,16.0,7.964503363551548,6.3578422665081,7.528331766707247,6.302618975744905,2.0878,101300.0,1,0,0,0,0,0.7982722809313998,1.26368155749257
-117.05,32.61,26.0,7.355001921105257,5.659482215759621,7.044032897274685,5.749392985908253,3.8615,139300.0,0,0,0,0,1,0.7694739276028844,1.279265817997195
-117.64,33.64,11.0,7.792761720816526,6.063785208687608,6.698268054115413,5.981414211254481,6.1935,293200.0,1,0,0,0,0,0.7781304530959332,1.3028293051756654
-118.05,33.86,16.0,7.892452043520352,5.971261839790462,7.228388451573604,5.981414211254481,6.5513,350400.0,1,0,0,0,0,0.7565787928597965,1.3194959861950557
-121.32,37.98,37.0,8.085794701281568,6.467698726104354,7.460490305825338,6.501289670540389,3.066,94100.0,0,1,0,0,0,0.7998841134414714,1.2437216477095496
-115.53,34.91,12.0,6.694562058521095,5.298317366548036,5.5093883366279774,4.634728988229636,2.5391,40000.0,0,1,0,0,0,0.7914359924118016,1.444434415803516
-118.27,33.94,30.0,6.948897222313312,5.62040086571715,6.777646593635117,5.602118820879701,1.5268,91600.0,1,0,0,0,0,0.8088191098394313,1.2404051831985468
-121.35,38.62,28.0,8.337109129562474,6.680854678790215,7.617267813628347,6.7226297948554485,3.4299,164000.0,0,1,0,0,0,0.8013394781052628,1.2401559187362243
-117.93,33.74,30.0,7.411556287811163,6.075346031088684,7.519692404116539,6.148468295917647,3.1403,153000.0,1,0,0,0,0,0.8197125941119853,1.2054313255111293
-119.81,36.77,48.0,7.498869733976931,5.799092654460526,6.60934924316738,5.805134968916488,2.5804,78900.0,0,1,0,0,0,0.7733288962448812,1.2917649243522367
-120.94,37.61,13.0,8.104703468371108,6.403574197934815,7.493873886783559,6.320768294250582,3.8372,129300.0,0,1,0,0,0,0.7901059209538005,1.282233913833419
-115.55,32.98,24.0,7.850103545175582,6.274762021241939,7.277938572945661,6.161207321695077,3.2593,80800.0,0,1,0,0,0,0.7993221981254252,1.2741177394783485
-117.21,34.13,31.0,8.018954683155718,6.338594078203183,7.51479976048867,6.3561076606958915,3.3445,92900.0,0,1,0,0,0,0.7904514152596186,1.2616140429373677
-118.1,33.84,36.0,7.351158226430694,5.602118820879701,6.548219102762372,5.529429087511423,4.5417,219600.0,1,0,0,0,0,0.7620729480066943,1.3294606206332882
-119.68,36.32,26.0,6.385194398997726,4.804021044733257,5.594711379601839,4.762173934797756,1.7596,120800.0,0,1,0,0,0,0.7523687995290067,1.340815032466658
-117.1,33.56,6.0,7.533158807455563,5.66988092298052,6.621405651764134,5.5134287461649825,4.3833,307600.0,1,0,0,0,0,0.7526564974800534,1.3663292216654581
-119.09,35.33,9.0,8.865876285425417,7.046647277848756,8.034306936339489,6.959398512133975,4.997,142900.0,0,1,0,0,0,0.7948055049485311,1.2739428946291012
-117.86,33.63,17.0,8.037866234709618,6.313548046277095,7.069874128458572,6.282266746896006,5.3099,500001.0,1,0,0,0,0,0.7854756302130951,1.2794531907899378
-117.92,34.11,24.0,7.951207156472972,6.54534966033442,7.674152921281675,6.470799503782602,3.2202,126200.0,1,0,0,0,0,0.8231894266527742,1.2287828037053188
-119.71,36.82,12.0,7.6708948313621175,6.343880434126331,7.186144304522325,6.340359303727752,2.3381,112500.0,0,1,0,0,0,0.8270065714093294,1.2098517550656933
-122.31,37.56,40.0,7.20934025660291,5.802118375377063,6.553933404025811,5.697093486505405,3.32,292900.0,0,0,0,0,1,0.8048057337927702,1.2654418035581714
-119.19,34.21,34.0,8.135639903354386,6.542471960506805,7.707062655370473,6.480044561926653,3.8239,208200.0,0,0,0,0,1,0.8041742306968741,1.2554913512717403
-117.9,33.85,31.0,8.135639903354386,6.639875833826536,7.752335163302292,6.591673732008658,4.325,187100.0,1,0,0,0,0,0.8161467214261615,1.2342297622906224
-117.28,33.2,11.0,7.29505641646263,5.568344503761097,6.920671504248683,5.655991810819852,4.21,175600.0,0,0,0,0,1,0.7633038301383259,1.2897926058710454
-118.46,34.2,22.0,8.487970332739334,7.208600337960199,7.832014180505469,7.138073034044347,3.0893,205600.0,1,0,0,0,0,0.849272565215689,1.18911228454189
-118.37,34.05,52.0,7.355001921105257,5.726847747587197,6.655440350367647,5.733341276897746,3.625,440900.0,1,0,0,0,0,0.7786330729777169,1.2828473948937809
-121.84,38.02,46.0,4.204692619390966,3.1354942159291497,3.6375861597263857,3.091042453358316,0.536,87500.0,0,1,0,0,0,0.7457130638917702,1.360283038113147
-117.82,33.68,3.0,8.868694776580972,7.286191714702382,8.029107054619736,7.124478262493424,6.1395,358000.0,1,0,0,0,0,0.821563025705044,1.2448202450514751
-117.93,33.85,31.0,7.673223121121708,6.144185634125646,6.874198495453294,5.713732805509369,3.875,183900.0,1,0,0,0,0,0.8007307408034108,1.3429439881618082
-118.33,33.97,44.0,7.834788107388194,6.363028103540465,7.261225091971921,6.352629396319567,2.5363,158800.0,1,0,0,0,0,0.8121506307924446,1.2333142103216859
-117.61,33.42,31.0,8.283999304248526,6.75343791859778,7.560080465021827,6.654152520183219,4.0313,282000.0,0,0,0,0,1,0.8152388321826893,1.244936793847405
-117.89,33.88,33.0,7.367077059881012,5.54907608489522,6.648984550024776,5.484796933490655,5.3836,229600.0,1,0,0,0,0,0.7532262849690953,1.3431813701063369
-118.27,33.78,21.0,8.118207049405783,7.069023426578259,8.395477432732141,7.01301578963963,2.5262,167300.0,1,0,0,0,0,0.8707616575381236,1.1575914403898617
-118.18,33.94,44.0,7.198931240688173,5.5053315359323625,6.876264611890766,5.484796933490655,3.4688,183600.0,1,0,0,0,0,0.7647428975035031,1.3125246618942012
-117.15,34.06,25.0,8.208219383496834,6.4692503167957724,7.504391559161238,6.453624998892692,4.0658,127400.0,0,1,0,0,0,0.788142959458738,1.2718773379155428
-118.06,33.78,22.0,8.30622521603216,6.333279628139691,7.401231264413015,6.295266001439646,7.3463,355600.0,1,0,0,0,0,0.7624738630871202,1.3194399115355306
-122.2,37.8,43.0,8.021584533455107,6.214608098422191,7.017506142941256,6.1224928095143865,4.9559,273000.0,0,0,0,1,0,0.7747357236594996,1.3101827610135404
-118.52,34.23,35.0,7.294377299288821,5.351858133476067,6.601230118728877,5.393627546352362,8.3841,472200.0,1,0,0,0,0,0.7336963682969698,1.352406564339414
-122.54,37.9,48.0,7.820840879907344,6.133398042996649,6.843749949006225,6.1224928095143865,4.4375,370000.0,0,0,0,1,0,0.7842376717769654,1.2773948656589218
-119.69,36.46,29.0,7.440146680662688,5.71042701737487,6.818924065275521,5.638354669333745,2.8125,79200.0,0,1,0,0,0,0.767515381412648,1.3195598923793581
-117.24,32.79,18.0,7.462789157412448,6.401917196727186,6.2324480165505225,5.648974238161206,3.2625,193800.0,0,0,0,0,1,0.8578451114846858,1.3210874829271049
-118.26,33.77,36.0,6.787844982309579,5.537334267018537,6.697034247666484,5.393627546352362,2.4545,164200.0,0,0,0,0,1,0.815772057471832,1.2584934580623959
-120.76,38.65,17.0,7.749322464660356,6.066108090103747,7.027314514039777,5.921578419643816,3.5511,155900.0,0,1,0,0,0,0.7827920592758064,1.3086582521567753
-122.02,37.87,14.0,8.025189321890835,5.91350300563827,7.098375638590786,5.934894195619588,8.4352,441400.0,0,0,0,1,0,0.7368677259124118,1.3522042781847816
-119.74,36.8,18.0,9.293117798433752,7.784057002639929,8.606485298894999,7.700747794511798,2.4678,74300.0,0,1,0,0,0,0.837615230052485,1.2067812174107053
-122.71,37.88,21.0,7.953669778649798,6.315358001522335,6.396929655216146,5.5254529391317835,4.3125,495800.0,0,0,0,0,1,0.7940181296531549,1.4394602336255824
-119.76,36.73,39.0,7.348587530927593,5.8971538676367405,7.27931883541462,5.834810737062605,1.4419,45500.0,0,1,0,0,0,0.8024880758128982,1.2594388853522716
-118.33,34.02,46.0,7.707062655370473,5.8916442118257715,6.876264611890766,5.924255797414532,4.26,182600.0,1,0,0,0,0,0.764447426377198,1.300933470619887
-118.2,33.77,22.0,7.020190708311925,6.082218910376446,7.0825485693553,5.991464547107982,1.9797,143800.0,0,0,0,0,1,0.8663894134920127,1.1716986144398533
-122.76,38.46,14.0,8.464425125877582,6.6293632534374485,7.673223121121708,6.597145701886651,4.5152,199200.0,1,0,0,0,0,0.7832030120001946,1.2830435325169378
-124.13,40.8,31.0,7.674617497364363,6.137727054086234,7.138866999945524,6.042632833682381,2.2478,81100.0,0,0,0,0,1,0.7997437079038882,1.270078409296209
-122.43,37.73,52.0,6.937314081223682,5.327876168789581,6.135564891081739,5.3612921657094255,5.0782,310800.0,0,0,0,1,0,0.768002732240399,1.2939630721105668
-118.1,34.1,41.0,7.22983877815125,5.755742213586912,7.1308988302963465,5.736572297479192,2.6553,183100.0,1,0,0,0,0,0.7961093449249389,1.2603063995773645
-118.27,34.27,27.0,8.55756708555451,6.756932389247553,7.768110378525988,6.790097235513905,6.1946,276100.0,1,0,0,0,0,0.7895856756593244,1.2603011103870938
-122.0,37.54,29.0,8.327000740241713,6.61338421837956,7.6128310304073565,6.620073206530356,5.1616,275100.0,1,0,0,0,0,0.7942096349792793,1.25784118701702
-118.08,33.85,19.0,8.357493812658563,6.520621127558696,7.871692664323645,6.495265555937008,6.2427,288700.0,1,0,0,0,0,0.7802124983547493,1.2867054842768333
-122.23,37.8,52.0,6.664409020350408,5.220355825078324,6.192362489474872,5.231108616854587,1.9375,126600.0,0,0,0,1,0,0.7833186422288114,1.2739955348810268
-117.93,33.91,24.0,7.4377951216719325,5.697093486505405,6.517671272912275,5.6131281063880705,5.2017,364600.0,1,0,0,0,0,0.7659653692134454,1.325071329337252
-118.45,34.03,45.0,6.590301048196686,5.1298987149230735,6.255750041753367,5.170483995038151,2.6528,300000.0,1,0,0,0,0,0.7784012714148735,1.2746004154584099
-123.83,41.88,18.0,7.316548177182976,5.8805329864007,6.493753839851686,5.556828061699537,3.13,116700.0,1,0,0,0,0,0.8037305084301144,1.3166770855503551
-118.19,33.76,25.0,7.274479558773871,5.973809611869261,6.450470422144176,5.955837369464831,4.6629,162500.0,0,0,0,0,1,0.821200962021283,1.2214033237491722
-122.33,37.55,51.0,7.850103545175582,5.808142489980444,6.769641976852503,5.736572297479192,9.3694,500001.0,0,0,0,0,1,0.7398810036779628,1.36843103130159
-122.86,38.1,44.0,7.864419904994565,6.234410725718371,6.539585955617669,5.840641657373398,4.3125,261500.0,0,0,0,0,1,0.792736247686749,1.3464993003065493
-121.21,38.67,11.0,8.612685172875459,6.863803391452954,7.947325027016463,6.853299093186078,4.1071,145800.0,0,1,0,0,0,0.7969411691802712,1.256721041321348
-121.99,37.96,16.0,8.109224953089955,6.173786103901937,7.293697720601438,6.135564891081739,7.6166,260400.0,0,1,0,0,0,0.7613287508505316,1.3216753627489135
-118.34,34.04,42.0,7.427738840532894,5.8888779583328805,6.895682697747868,5.823045895483019,2.6,171400.0,1,0,0,0,0,0.7928224301852798,1.275576214553735
-116.99,32.72,11.0,7.014814351275545,5.10594547390058,6.091309882077698,5.1647859739235145,4.7679,169500.0,1,0,0,0,0,0.7278803426882048,1.358200395271486
-117.78,34.05,39.0,7.984121958702927,6.3818160174060985,7.54274354536855,6.311734809152915,3.9224,131300.0,0,1,0,0,0,0.7993134436592282,1.2649647363391776
-117.14,33.07,12.0,9.138092207768558,7.38025578842646,8.312626025674962,7.316548177182976,4.3513,199600.0,1,0,0,0,0,0.80763638849609,1.2489622136660234
-120.98,38.66,9.0,7.637234388789473,6.003887067106539,6.821107472256465,5.924255797414532,3.225,163300.0,0,1,0,0,0,0.7861336658620183,1.2891466286993414
-118.09,33.81,36.0,7.538494999413465,5.780743515792329,6.741700694652055,5.786897381366708,7.1937,254400.0,1,0,0,0,0,0.7668299197972674,1.3026833729049256
-117.71,34.05,20.0,7.732807530422021,6.09807428216624,7.343426229147367,6.1779441140506,2.5735,130500.0,0,1,0,0,0,0.7885977063538054,1.2516797477716202
-120.48,39.66,32.0,7.324489979348532,5.66988092298052,5.720311776607412,4.882801922586371,1.8839,71000.0,0,1,0,0,0,0.7740990756990319,1.5000587972794162
-118.37,34.21,34.0,7.728855823852543,6.326149473155099,7.68017564043659,6.184148890937483,3.7143,175700.0,1,0,0,0,0,0.8185104777904567,1.249784887161876
-118.08,33.95,32.0,7.5822291942764615,5.961005339623274,7.150701457592526,5.988961416889864,4.8304,160600.0,1,0,0,0,0,0.7861811067545955,1.2660340694286856
-118.47,34.05,22.0,8.559486103606488,7.085064293952548,7.6251071482389,7.022868086082641,4.7009,500001.0,1,0,0,0,0,0.8277441201718054,1.218802061876827
-118.13,34.01,45.0,7.07326971745971,5.594711379601839,6.602587892189336,5.53338948872752,2.7083,161800.0,1,0,0,0,0,0.7909653672320472,1.2782887833703365
-118.06,33.88,17.0,8.88016824790345,6.97914527506881,8.254528881939745,6.974478911025045,6.5901,337400.0,1,0,0,0,0,0.7859248924384447,1.2732375222851342
-117.14,32.75,37.0,7.513709247839705,6.26530121273771,6.862757913051401,6.192362489474872,2.7852,129200.0,0,0,0,0,1,0.8338493021325081,1.2133833025134946
-121.21,39.49,18.0,6.548219102762372,5.017279836814924,5.877735781779639,4.74493212836325,2.5568,77100.0,0,1,0,0,0,0.7662052472707244,1.3800448406036865
-118.27,33.79,26.0,7.6544432264701125,6.480044561926653,7.659642954564682,6.406879986069314,2.1447,158700.0,1,0,0,0,0,0.8465729472677741,1.1947224301240877
-118.23,34.21,50.0,5.736572297479192,3.871201010907891,4.804021044733257,3.828641396489095,6.213,285000.0,1,0,0,0,0,0.6748282441431103,1.4983310536055139
-119.81,34.46,22.0,8.157370441186774,6.115892125483034,7.299797366758161,6.129050210060545,7.1687,384400.0,0,0,0,0,1,0.7497381870270028,1.3309354894493828
-121.47,38.5,17.0,7.547501682814967,6.052089168924417,6.431331081933479,6.035481432524756,1.7188,137500.0,0,1,0,0,0,0.8018665544261514,1.2505218957583146
-117.36,34.28,18.0,8.269756947532983,6.573680166960646,7.236339342754344,6.061456918928017,4.2386,157200.0,0,1,0,0,0,0.7949060907916637,1.36431835747428
-119.16,34.27,24.0,7.509335266016592,5.805134968916488,6.956545443151569,5.771441123130016,5.9181,221100.0,0,0,0,0,1,0.7730557716856188,1.3011196174074573
-118.14,34.68,25.0,7.440733707389261,5.8377304471659395,6.654152520183219,5.736572297479192,4.5455,126500.0,0,1,0,0,0,0.7845638181310793,1.297069630005173
-117.24,34.04,4.0,8.364042011922063,6.52649485957079,7.591861714889934,6.559615237493242,5.3366,165100.0,0,1,0,0,0,0.7803039308348712,1.2750811913654836
-118.33,34.03,46.0,7.746300662231439,6.439350371100098,7.347943823148687,6.403574197934815,1.6429,125000.0,1,0,0,0,0,0.8312807173230926,1.2096839082038997
-119.32,36.2,15.0,7.354362330421477,5.62040086571715,6.8690144506657065,5.662960480135946,3.4231,83300.0,0,1,0,0,0,0.7642268103202151,1.2986780247219607
-118.56,34.17,35.0,8.002359546252707,5.971261839790462,7.126890808898808,5.961005339623274,7.1322,500001.0,1,0,0,0,0,0.7461876469405384,1.3424513299896563
-118.36,33.93,19.0,8.04044688130311,6.823286122355687,7.617759576608505,6.6052979209482015,2.6961,212500.0,1,0,0,0,0,0.8486202599288662,1.2172724042928393
-118.0,34.03,25.0,8.840724916761715,7.051855622955894,8.272059622210412,7.022868086082641,5.257,226100.0,1,0,0,0,0,0.7976558132224897,1.2588482096483569
-119.77,36.76,43.0,7.392647520721623,5.68697535633982,6.661854740545311,5.60947179518496,1.869,56000.0,0,1,0,0,0,0.7692745177420137,1.3178865659093428
-118.26,34.16,20.0,8.133880887949207,6.786716950605081,7.5411524551363085,6.769641976852503,3.7321,351100.0,1,0,0,0,0,0.8343762398414238,1.201523051848452
-117.92,34.0,36.0,4.762173934797756,3.4339872044851463,5.267858159063328,3.58351893845611,3.8125,136300.0,1,0,0,0,0,0.7210965520164234,1.328909939247997
-123.98,40.88,41.0,7.450079569807499,5.921578419643816,6.739336627357174,5.820082930352362,2.6923,84200.0,1,0,0,0,0,0.7948342516557608,1.280064160418493
-118.18,34.1,10.0,7.553810852008231,5.988961416889864,6.826545223556594,5.91350300563827,4.875,200400.0,1,0,0,0,0,0.7928397380108688,1.2773834468006524
-118.29,34.18,36.0,8.045908742270779,6.431331081933479,7.273786317844895,6.418364935936212,3.9041,320400.0,1,0,0,0,0,0.7993293595470707,1.253576077798569
-118.16,34.69,35.0,8.043984431221553,6.369900982828227,7.5883236773352225,6.302618975744905,3.9028,126800.0,0,1,0,0,0,0.7918838030198548,1.2762923575386906
-122.31,37.56,45.0,7.491645473605133,5.71042701737487,6.721425700790643,5.765191102784844,4.9013,330100.0,0,0,0,0,1,0.7622393554919378,1.2994617767286734
-117.99,33.73,20.0,8.065579427282092,6.785587645007929,7.479299637782834,6.706862336602747,3.1912,220800.0,1,0,0,0,0,0.841301943175397,1.2025861009945198
-119.29,34.4,22.0,8.266678443305896,6.489204931325317,7.454719949364001,6.366470447731438,4.2656,241400.0,0,0,0,0,1,0.7849833492168886,1.298471187634517
-117.68,33.49,17.0,7.711101251840158,5.921578419643816,6.9782137426306985,5.955837369464831,4.245,214500.0,1,0,0,0,0,0.767929018988138,1.2947131987475757
-117.02,33.76,20.0,7.183870715062453,5.318119993844216,6.118097198041348,5.0689042022202315,2.8393,120700.0,0,1,0,0,0,0.7402861500129299,1.4172433386915941
-118.44,34.28,32.0,6.269096283706261,4.990432586778736,6.368187186350492,4.969813299576001,1.7708,138800.0,1,0,0,0,0,0.7960369981474291,1.2614349686418016
-118.3,34.1,25.0,8.27563105457801,7.447751280047908,8.490027523343468,7.385851078125209,1.6112,262500.0,1,0,0,0,0,0.899961734752285,1.1204708796645084
-119.22,34.18,17.0,8.11162807830774,6.637258031284457,7.494430215031565,6.513230110912307,4.4292,231200.0,0,0,0,0,1,0.8182399349686569,1.2454078759964995
-121.93,37.54,25.0,7.2115567333138015,5.262690188904886,6.391917113392602,5.3981627015177525,6.629,352400.0,1,0,0,0,0,0.7297578572174128,1.3359280058910032
-120.77,38.38,15.0,8.348064228408266,6.705639094860003,7.460490305825338,6.612041034833092,2.3125,128600.0,0,1,0,0,0,0.8032567684423021,1.2625548124141364
